#,ChatRm,Date,ID,Time,Comment
667,JFEWE Fires,3/14,Icc_7_g3fso,10:36,(en) Crotal and skyguard near Airfield Confirmed destroyed
673,JFEWE Fires,3/14,Icc_7_g3iso,10:37,(en) By USAF and G-2 ISR
681,JFEWE Fires,3/14,Icc_7_g3 _Is°,10:38,(en) Wprking T-72 Target at this time
685,JFEWE Fires,3/14,Icc_7_g3_fso,10:39,(en) KB8430 is T-72 target
710,JFEWE Fires,3/14,7_7f_fi_bn_s3s2,10:47,"(en) T-72 vic. 12SWG 60736 92152, 59718 92175"
744,JFEWE Fires,3/14,macc_depcdr,10:58,(en) ASCM IVO swg 53111 89457 NSFS fire mission requested for the contivation of a mphib assault-
881,JFEWE Fires,3/14,7_7f_fi_bn_cdr,11:38,(en) \m/
882,JFEWE Fires,3/14,Icc_7_g3iso,11:38,"(en) A-10""s Going in for GUn RUNS Vic of Airfiled on T-72 Targets"
888,JFEWE Fires,3/14,Icc_7_g3 fso,11:39,(en) Any Serface to Surface Fires going in there at this time?
898,JFEWE Fires,3/14,Icc_7_g3iso,11:40,(en) NEED to Halt firing of Surface to fire near KB8442
899,JFEWE Fires,3/14,/cc_7_g3iso,11:40,(en) 1 KB 8442 12SWG 60800 92100 T-72 TANK MOVING EAST
906,JFEWE Fires,3/14,7_7f_fi_bn_cdr,11:41,(en) engage it!
915,JFEWE Fires,3/14,Icc_7_g3fso,11:43,(en) A-10 servicing target at this time
935,JFEWE Fires,3/14,Icc_7_g3fso,11:45,(en) Be-Prepared to have a cease fire in 15 minutes ... H-Hour for Jump!
982,JFEWE Fires,3/14,Icc_7_g3fso,11:51,(en) 10 minutes to Drop
1015,JFEWE Fires,3/14,Icc_i_g3_fso,11:56,(en) ALL CAS Complete and Clearing Airspavce at this tiem
1016,JFEWE Fires,3/14,Icc_7_g3iso,11:56,(en) 5 minutes to Jump.... Stand by to Cease Fire for HIDACZ
1033,JFEWE Fires,3/14,Icc_7_g3 fso,11:59,(en) 2 minutes to H-Hour Jump
1034,JFEWE Fires,3/14,7 4i fso,11:59,(en) heavy drop
1035,JFEWE Fires,3/14,Icc_7g3_fso,11:59,(en) Roger That Heavy Drop
1041,JFEWE Fires,3/14,Icc_7_g3fso,12:00,(en) first
1042,JFEWE Fires,3/14,Icc_7_g3fso,12:00,(en) then PAX
1043,JFEWE Fires,3/14,7_4i_fso,12:00,(en) pax a few mins behind
1049,JFEWE Fires,3/14,7_4i_fso,12:01,(en) this combat load is heavy
1067,JFEWE Fires,3/14,7_7f_fi_bn_cdr,12:06,(en) how heavy?
1072,JFEWE Fires,3/14,7 4ifso,12:07,(en) too heavy i shouldn't have packed my spare sleeping bag
1084,JFEWE Fires,3/14,7_4i_fso,12:09,(en) 4bct acp established
1089,JFEWE Fires,3/14,7_7f_fi_bn_cdr,12:10,"(en) also, you should of left the q-tips (100 count) behind..."
1093,JFEWE Fires,3/14,7_41fso,12:11,(en) Naha
1164,JFEWE Fires,3/14,Icc_7_g3fso,12:33,(en) Div CDR requests up-date when air dropped arty ready to fire
1165,JFEWE Fires,3/14,7_4i_fso,12:33,(en) wilco
1180,JFEWE Fires,3/14,7_4i_fso,12:35,(en) should be p+25 but were showing they're not derigged yet
1214,JFEWE Fires,3/14,7 4i_fso,12:39,(en) 4-4 FA reports IPRTF at PAA Fires
1274,JFEWE Fires,3/14,7 41_344_fso,12:49,(en) b
1286,JFEWE Fires,3/14,Icc_7_g3 fso,12:50,(en) Roger IPRTF 4-4
1301,JFEWE Fires,3/14,7_41 fso,12:52,(en) bragg firesim is down
1306,JFEWE Fires,3/14,Icc_7_g3_fso,12:53,(en) Roger Firesim Down at Bragg
1307,JFEWE Fires,3/14,Icc_7_g3_fso,12:53,(en) C-17 lost on PAX Drop
1308,JFEWE Fires,3/14,7_7f_fi_bn_cdr,12:53,(en) hang in there... firesim should come back up soon.
1309,JFEWE Fires,3/14,7 4i_fso,12:53,(en) Received reports of a T-72 in the open at 125WG604 920. Need assistance in engaging
1316,JFEWE Fires,3/14,7_4i_fso,12:54,(en) Disregard CAS request in the works
1346,JFEWE Fires,3/14,7_4i_fso_alt,12:58,"(en) When FireSim crashes, give it a minute then start it back up."
1376,JFEWE Fires,3/14,7_4i_344_fso,13:04,"(en) request High Power Amp to block gps signal from being blocked, having alot of deny missions"
1432,JFEWE Fires,3/14,7 4ifso_alt,13:14,"(en) Bragg - See the following. I have denied a number of missions due to proximity to friendlies. Benning is requesting High Power Amp to block gps signal from being blocked, having alot of deny missions. I take it you will process this?"
1435,JFEWE Fires,3/14,Icc_7_g3fso,13:15,(en) I will Look into ti
1439,JFEWE Fires,3/14,7_4i fso,13:16,(en) our firesim is down at the moment.
1440,JFEWE Fires,3/14,7_4i_fso_alt,13:16,(en) Roger.
1441,JFEWE Fires,3/14,7_4i_344_fso,13:16,(en) im requesting missions with no friendly's around and get deny or not even being generated threw the FO Tab or target list
1442,JFEWE Fires,3/14,7_4i_fso_alt,13:16,(en) I am seeing friendlies if I deny a mission?
1443,JFEWE Fires,3/14,7_4i_fso,13:16,(en) Cannot clear fires within the airhead line.
1452,JFEWE Fires,3/14,7_4i_344_fso,13:18,(en) it dont matter firesim crashed and looking at tgts prior to crashing they were over 5 mins old
1462,JFEWE Fires,3/14,7_4i_fso_alt,13:19,(en) Also be careful with multiple missions on the exact same grid. In such a case one of those will mostly likely be canceled.
1463,JFEWE Fires,3/14,7_41344_15o,13:19,(en) ok thanks
1464,JFEWE Fires,3/14,7_4i_fso,13:19,(en) sill - our firesim isn't behaving you will need to operate
1475,JFEWE Fires,3/14,7 41_344 fso,13:20,(en) several boes at benning crashed here
1476,JFEWE Fires,3/14,7_4i_344 fso,13:20,(en) boxes
1488,JFEWE Fires,3/14,7_4i_fso_alt,13:22,(en) FireSim is not the tool to request High Amp Jamming(?).
1489,JFEWE Fires,3/14,7_4i_fso_alt,13:22,(en) I will cover clearing fires.
1490,JFEWE Fires,3/14,7 4i_fso,13:22,(en) thanks
1492,JFEWE Fires,3/14,Icc_7_g3_fso,13:23,(en) You focused within the Air head correct
1493,JFEWE Fires,3/14,Icc_7_g3_fso,13:23,(en) outside the IBCT still Division Fight
1494,JFEWE Fires,3/14,7 4i_fso,13:23,(en) correct
1501,JFEWE Fires,3/14,Icc_7_g3_fso,13:24,(en) Roger That Thanks
1507,JFEWE Fires,3/14,7_4i_fso,13:25,(en) guidance from Lancer 6 (4ibct cdr) is we cannot clear fires inside the airhead line at the moment
1513,JFEWE Fires,3/14,7 4i_fso_alt,13:26,(en) Bragg - Are there any friendlies in the vicinity of ODA 9124?
1518,JFEWE Fires,3/14,7_4i_fso,13:27,(en) 9124 is north of PAA S3 correct
1519,JFEWE Fires,3/14,7_4i_fso,13:27,(en) correction south of PAA 53
1527,JFEWE Fires,3/14,7_4i_fso,13:28,(en) Negative but 1-44 IN needs to clear fires in that vicinity
1534,JFEWE Fires,3/14,7_4i_fso_alt,13:29,{en) I am not showing PAA 53?
1535,JFEWE Fires,3/14,7_4i fso,13:29,{en) 12SWG638 876
1536,JFEWE Fires,3/14,7 4i fso,13:29,(en) ish
1544,JFEWE Fires,3/14,7 4i_fso_alt,13:30,(en) It is towards the bottom of OBJ Tucker.
1545,JFEWE Fires,3/14,7_4i_fso,13:30,(en) rgr no friendlies showing. 1-441N is furthest south
1555,JFEWE Fires,3/14,7_4i_ fso _alt,13:31,(en) Roger.
1628,JFEWE Fires,3/14,Icc_7_g3iso,13:41,(en) 4 - 119 / 1 777 / 1 LCMR Operational in 1NBCT
1629,JFEWE Fires,3/14,lcc_7_g3_fso,13:41,(en) Confirmed with Bde FSO
1641,JFEWE Fires,3/14,Icc_7_g3iso,13:42,(en) nothern LCMR has not be implaced yet
1663,JFEWE Fires,3/14,7_4i_fso,13:45,"(en) JSOTF requests fire into DIV AO: #20/0DA 9124,TACP06 /12SWG 67920 88306/1 x mortar, 1 x vehicle, squad"
1671,JFEWE Fires,3/14,Icc_7_g3iso,13:46,(en) 4 IBCT FSO can you confirm how you lost guns? Direct or ind irect fire?
1680,JFEWE Fires,3/14,7_4i_fso,13:47,(en) Indirect fire
1704,JFEWE Fires,3/14,Icc_733iso,13:51,(en) A-10's coming on Station
1725,JFEWE Fires,3/14,7 4i_fsoalt,13:55,(en) We are logging off for the day.
1732,JFEWE Fires,3/14,7_4i_344_fso,13:56,(en) ok
4072,JFEWE Fires,3/15,7_7f fi_bn_cdr,7:57,(en) at this point ill take anything
1853,JFEWE Fires,3/15,7_7a fso,8:08,(en) All commo check... chat was down.
1860,JFEWE Fires,3/15,7_4i_fso,8:09,(en) back up now
1885,JFEWE Fires,3/15,Icc l_g3_fso,8:13,(en) c
1918,JFEWE Fires,3/15,7_7f_fi_bn_cdr,8:20,(en) good morning to all!
1919,JFEWE Fires,3/15,7_7f_fi_bn_cdr,8:20,(en) let's fight!
1935,JFEWE Fires,3/15,Icc_7_g3_fi_tgtoff,8:25,"(en) 1 KB 8458 12SWG6728285775 3M-21, DETECTED BY GLOBAL OBSERVER"
1955,JFEWE Fires,3/15,Icc_7_g3ii_tgtoff,8:29,(en) 1 KB 8459 12SWG 67588 92465 CROTALE
1962,JFEWE Fires,3/15,7_4i_fso,8:30,(en) DIV is actioning tgts in blue killbox?
1963,JFEWE Fires,3/15,7_4i_fso_alt,8:30,(en) FireSim is down.
1964,JFEWE Fires,3/15,7_4i_fso,8:30,(en) Same at Bragg
1967,JFEWE Fires,3/15,7_4i_fso_alt,8:31,(en) We seem to be duplicating clearing fires.\
1973,JFEWE Fires,3/15,7_4i_344_fso,8:32,(en) im down too
1974,JFEWE Fires,3/15,7_4i_fso,8:32,(en) ?
1975,JFEWE Fires,3/15,7_7f_fi_bn_cdr,8:32,"(en) firesim going down._ this was unexpected, LOL"
1984,JFEWE Fires,3/15,Icc_7g3fso,8:33,(en) Roger That
1985,JFEWE Fires,3/15,7_4i_fso_alt,8:33,"(en) Yes, we were in total shock ourselves."
1991,JFEWE Fires,3/15,7_7f_fib_cf_off,8:34,(en) oh my!
1992,JFEWE Fires,3/15,Icc_7_g3 fitgtoff,8:34,(en) Who is duplicating fires?
1993,JFEWE Fires,3/15,Icc_7_g3ii_tgtoff,8:34,(en) clearance of?
2008,JFEWE Fires,3/15,7 4i_fso_alt,8:36,(en) It may be a misunderstanding. If I get a request for command override I process it.
2034,JFEWE Fires,3/15,Icc_l_g3 Ji_tgtoff,8:39,(en) 1 KB 8460 12SWG 60361 88846 2X TANKS
2040,JFEWE Fires,3/15,7_7f_fi_bn_cdr,8:40,(en) t-72s or tonka tanks?
2055,JFEWE Fires,3/15,7 41 fso,8:42,"(en) 4-4 FA, whats the status of LCM Rs?"
2056,JFEWE Fires,3/15,7_4i_fso_alt,8:42,(en) May take 30 minutes to get FireSim back up here.
2064,JFEWE Fires,3/15,7_4i_344_fso,8:43,(en) rgrgrgr
2065,JFEWE Fires,3/15,Icc_7_g3_fso,8:43,(en) Roger that is Just Fire Sim Down? The USAF system is still running and attacking targets
2066,JFEWE Fires,3/15,lcc_7_g3ii_tgtoff,8:43,(en) 1 KB 8461 12SWG 64787 78348 T-72 1 KB 8462 125WG 63161 77441 1-72 1 KB 8463 12SWG 65179 79115 T-72 1 KB 8464 12SWG 65615 79458 T-72
2067,JFEWE Fires,3/15,7_4i_fso_alt,8:43,"(en) Yes, just FireSim."
2078,JFEWE Fires,3/15,Icc_7__g3 Ji_tgtoff,8:45,(en) 1 KB 8465 12SWG 64429 77987 3X 72
2089,JFEWE Fires,3/15,7_4i_fso,8:46,(en) 4-4 I need an update on LCMR/howitzer status please
2109,JFEWE Fires,3/15,Icc_7_g3_fso,8:48,(en) NAI D-17 is becoing target rich making it a blue kill box. Going to clear A-10's into the area to attack the moving targets moving SW to NE in on the hard top roads in the NAI D-17
2110,JFEWE Fires,3/15,7_4(iso,8:48,(en) rgr
2117,JFEWE Fires,3/15,Icc_7g3 Ji_tgtoff,8:50,(en) 1 KB 8466 12SWG 65143 79361 2S19
2131,JFEWE Fires,3/15,7_7f_fi_bn_cdr,8:53,(en) the network should be up right before lunch
2171,JFEWE Fires,3/15,Icc_7_g3_fi_tgtoff,9:01,(en) 1 KB 8467 125WG 63554 76279 T-72
2182,JFEWE Fires,3/15,7_7f_fi_bn_cdr,9:06,(en) the network is up... for now.
2208,JFEWE Fires,3/15,7_7f_fi_bn_cdr,9:11,(en) \m/
2212,JFEWE Fires,3/15,7_4i_fso,9:13,(en) rgr do you have an updated LCMR/howitzer status?
2215,JFEWE Fires,3/15,7_7f fi_bn_cdr,9:14,(en) my m777 (x2) are not on ground yet.. and i have no radars.
2218,JFEWE Fires,3/15,7_4i_fso,9:15,(en) no radars as in both destroyed?
2223,JFEWE Fires,3/15,7_7f_fi_bn_cdr,9:16,(en) not authorized any.
2224,JFEWE Fires,3/15,7 4ifso,9:16,(en) 4-4 FA should have one Q-36 and 2x LCMR
2231,JFEWE Fires,3/15,7_7ffibncdr,9:17,"(en) roger, however, i am not the 4-4 cdr"
2232,JFEWE Fires,3/15,7_7f fi_bn_cdr,9:17,(en) I'm the 3-8 fa bn 3
2233,JFEWE Fires,3/15,7_41 fso,9:17,(en) transverse callsigns ... i thought you were 4-4 disregard
2244,JFEWE Fires,3/15,7_7f_fi_bn_cdr,9:18,(en) it is all good in the hood!
2245,JFEWE Fires,3/15,74i_fso_alt,9:18,(en) FireSim is up at Sill.
2246,JFEWE Fires,3/15,Iccig3fi_tgtoff,9:18,(en) 1 KB 8469 12SWG 67283 85774 BM-21 1 KB 8470 12SWG 67199 85591 BM-21 1 KB 8471 12SWG 66374 84777 BM-21 1 KB 8472 125WG 65253 84696 BM-21
2251,JFEWE Fires,3/15,7 7f fi bn cdr,9:19,(en) really?
2265,JFEWE Fires,3/15,Icc_7_g3 fso,9:21,(en) Can we start serviing targets eith FA
2266,JFEWE Fires,3/15,7_4i_fso,9:21,(en) in blue killbox
2282,JFEWE Fires,3/15,Icc_7_g3fso,9:25,(en) NAI 16 is a CFFZ we should be firing targts there. Need to know if MAX ORD will break 8000 feet AGL
2283,JFEWE Fires,3/15,7 4i fso,9:25,(en) is there BDA summary for TGTs division is prosecuting in OBJ GELA
2290,JFEWE Fires,3/15,7_4i_fso_alt,9:27,(en) We are under Hold Fire.
2297,JFEWE Fires,3/15,Icc_7_g3fso,9:29,(en) Why are you under a hold fire
2305,JFEWE Fires,3/15,Icc_7_g3_fso,9:31,"(en) Can we range NAI 16 and NAI 5 with the 119""s and the 777's"
2318,JFEWE Fires,3/15,Icc_7g3ii_tgtoff,9:33,(en) 41 FSO CAN YOU RANGE KB 8473 12SWG 65473 84626 6X UAV 3X BM-21
2324,JFEWE Fires,3/15,7_4i_fso,9:34,(en) Yes
2325,JFEWE Fires,3/15,Icc_7_g3ii_tgtoff,9:34,(en) ACK ON A HOLD FIRE
2326,JFEWE Fires,3/15,74i_fso_alt,9:34,(en) Because we are?
2329,JFEWE Fires,3/15,Icc_7_g3fi tgtoff,9:35,(en) Ok 1 was curious. There are a lot of targets on the ground on firesim and I wasnt sure if you had the same pipcture we did.
2335,JFEWE Fires,3/15,Icc_7_g3_fi_tgtoff,9:36,(en) didn't want to step on toes
2340,JFEWE Fires,3/15,Icc_7_g3 Ji_tgtoff,9:37,(en) and didn't want to request CAS if you can take it out
2341,JFEWE Fires,3/15,7_4i_fso,9:37,(en) Our Sim looks up but feed isn't populating icons
2342,JFEWE Fires,3/15,Icc_7_g3 fi_tgtoff,9:37,(en) yeah I know that pain
2388,JFEWE Fires,3/15,Icc_7_g3 iso,9:47,(en) Need to know Max orr for fires into NAI 16?
2389,JFEWE Fires,3/15,lcc_7_g3_fso,9:47,(en) If below 8000 will roll CAS / Al ointo NAI 16
2407,JFEWE Fires,3/15,7_7f fi_bn_cdr,9:50,(en) get use to the pain!
2426,JFEWE Fires,3/15,7 41 fso,9:52,(en) Can division prosecute tgts IVO NAI D-17
2427,JFEWE Fires,3/15,Icc_7_g3_fi_tgtoff,9:52,(en) I will for 72 hours
2428,JFEWE Fires,3/15,7 4i_fso,9:52,(en) rgr 1 show Bm21s in red feed but not in firesim. can you engage?
2442,JFEWE Fires,3/15,7_7f_fi_bn_cdr,9:54,(en) destroy that thing!
2455,JFEWE Fires,3/15,Icc_7_g3 fso,9:55,(en) Roger we need to fires into NAI 16 on the BM-21's
2460,JFEWE Fires,3/15,Icc_7_g3 fso,9:56,(en) 2S-19's near by them also
2461,JFEWE Fires,3/15,7_4i_fso,9:56,(en) rgr need to disrupt their ability to influence operations within our airhead line
2462,JFEWE Fires,3/15,74i_fso,9:56,(en) shoot them
2475,JFEWE Fires,3/15,Icc_7g3_fso,9:58,(en) AC's cuing in to Airstrip at 1000 Local (CDST)
2565,JFEWE Fires,3/15,Icc_7_g3iso,10:10,(en) C-17's comin gin in 6 minutes
2566,JFEWE Fires,3/15,Icc7_g3fso _,10:10,(en) Need to activate Norther ACA at this time
2611,JFEWE Fires,3/15,7_4i_344_fso,10:18,(en) lost server connection again
2612,JFEWE Fires,3/15,7_4i_fso_alt,10:18,(en) FireSim went down and is back up again.
2613,JFEWE Fires,3/15,7_4i_344_fso,10:18,(en) i have connection refused
2621,JFEWE Fires,3/15,7_4ifso_alt,10:19,(en) Give it a minute.
2648,JFEWE Fires,3/15,Icc_7_g3ii_tgtoff,10:22,"(en) 1 KB 8478 12SWG 69383 8539 1/UAV platoon, -20 pax and 6 x UAVs 2 KB 8479 12SWG 67719 81996 vehicle convoy moving northeast, - 4 vehicles 2 KB 8480 12SWG 69300 84900 5 enemy vehicles in convoy 2 KB 8481 12SWG 68500 84500 5 enemy vehicles in convoy 2 KB 8482 12SWG 69800 85850 50 enemy troops in open"
2737,JFEWE Fires,3/15,7_4i_fso_alt,10:36,(en) FireSim is down.
2827,JFEWE Fires,3/15,7_4i_fso_alt,10:47,(en) Navy Sim Operator is now clearing USMC Fires (outside Div AO).
2843,JFEWE Fires,3/15,7_4i_fso_alt,10:50,"(en) Oh, FlreSim came backup (for 5 minutes) It is down again."
2849,JFEWE Fires,3/15,7 4i fso_alt,10:51,(en) We are back up again.
2857,JFEWE Fires,3/15,7_7f_fib_cf off,10:52,(en) a hhhhfuuuieee
2988,JFEWE Fires,3/15,7_7f_fi_bn_cdr,11:08,(en) lunch was good... LOL
3000,JFEWE Fires,3/15,7_7f fi_bn_cdr,11:10,(en) firesim is awesome!
3103,JFEWE Fires,3/15,Icc_7_g3 Ji_tgtoff,11:25,(en) not really
3136,JFEWE Fires,3/15,Icc_7_g3iso,11:29,(en) 6 MRLs on FMV at37 48 18N 110 13 21.W 12SWG6843484464 ... need targeting.
3147,JFEWE Fires,3/15,Icc_7_g3_fso,11:30,(en) DIV INTE
3179,JFEWE Fires,3/15,Icc_7_g3_fi tgtoff,11:35,(en) 1 KB 8483 125WG6843484464 6 MRLs on FMV
3356,JFEWE Fires,3/15,7_7f_fi_bn_cdr,12:05,(en) good afternoon to all!!!
3389,JFEWE Fires,3/15,7_4i fso,12:14,(en) 3-441N now has priority of fire and support
3426,JFEWE Fires,3/15,Icc_7_g3_fi_tgtoff,12:23,(en) 1 KB 8488 12SWG 65522 84681 6X UAV 6X BM-21 (L: 600 W: 300 ATT-2400 DEG: 135)
3634,JFEWE Fires,3/15,7 4i_344_fso,13:33,"(en) if i have priority of fires than why do i keep getting system on availiable, if i dont have the range to reach it the system will push up and go to the right platform to shoot correct?"
3636,JFEWE Fires,3/15,7_4i_fso,13:34,"(en) it should, but its a firesim issue we've been having today. if you can't get firesim to shoot then you need to go through your alo"
3648,JFEWE Fires,3/15,7_4i_344_fso,13:35,(en) been doin that too
3914,JFEWE Fires,3/16,anlst_g7_g9,7:03,(en) 16 Mar 11
3927,JFEWE Fires,3/16,Icc_7_g3 fso,7:05,(en) IPRTF
3930,JFEWE Fires,3/16,lcc_7_g3 fi_tgtoff,7:07,(en) awww yyeeaaahhhh!!
3993,JFEWE Fires,3/16,anlst_ops,7:36,(en) March 16th
4001,JFEWE Fires,3/16,7_4i_fso_alt,7:38,(en) G000000d Morning JFEWE.
4009,JFEWE Fires,3/16,7_4044 Jso,7:41,(en) bill u dont need to eat any cheese ur already retired. LOL
4013,JFEWE Fires,3/16,Icc_7_g3_fi_tgtoff,7:42,(en)
4040,JFEWE Fires,3/16,7_4i_fso_alt,7:46,"(en) Ha, But I do love it."
4041,JFEWE Fires,3/16,7_7f_fib_tuav_opt,7:46,(en) entered the room
4054,JFEWE Fires,3/16,77f fi bn cdr,7:51,(en) good morning!
4056,JFEWE Fires,3/16,7_71 fi_bn_cdr,7:52,(en) navy fires in the houze!
4058,JFEWE Fires,3/16,admin_projidr1,7:53,(en) captain Jack arrrrg
4060,JFEWE Fires,3/16,7_7f_fi_bn_cdr,7:54,(en) i prefer captain morgan...
4061,JFEWE Fires,3/16,7_4i_fso,7:54,(en) i'll have a samuel jackson
4063,JFEWE Fires,3/16,7_7f_fi_bn_s3s2,7:56,(en) samuel Jackson?
4064,JFEWE Fires,3/16,7_4i_fso,7:56,(en) nobody's seen the skit
4073,JFEWE Fires,3/16,7_4i_fso,7:57,"(en) chapelles show, the one where sam I jackson dresses up like sam adams and yells at everybody"
4078,JFEWE Fires,3/16,7_7f4_bn_cdr,7:58,"(en) i've seen that, funny"
4098,JFEWE Fires,3/16,7_7f_fi_bn_cdr,8:06,(en) yesterday was payday and I'm already broke... help!
4119,JFEWE Fires,3/16,7_41_344iso,8:16,(en) u must have a wife LOL
4124,JFEWE Fires,3/16,7_4i_fso,8:17,{en) haha
4129,JFEWE Fires,3/16,Icc_7_g3_fso,8:21,(en) NAI 16 is occopied .... Frago to follow
4131,JFEWE Fires,3/16,7_7f fi_bn_cdr,8:23,{en) @ 7_4i_344_fso - you are correct... LOL
4133,JFEWE Fires,3/16,7_7f fib_cf_off,8:24,{en) ready for fire
4172,JFEWE Fires,3/16,7_7f_fi_bn_cdr,8:32,(en) let's get this party started!
4337,JFEWE Fires,3/16,Icc_7_g3_fi_tgtoff,9:07,(en) 12SWG 54647 93205 Harpoon transloader 12SWG 54979 92633 BM-21 12SWG 55486 92968 2B16 12SWG 60422 89562 CROTALE
4358,JFEWE Fires,3/16,Icc_7_g3_fso,9:09,(en) working with TF Lighting for fire support coord
4359,JFEWE Fires,3/16,Icc_7_g3_fi_tgtoff,9:09,(en) ROGG
4404,JFEWE Fires,3/16,Icc_7_g3ii_tgtoff,9:12,(en) KB 8501 12SWG 683 112 SCUD POO
4405,JFEWE Fires,3/16,7_4i_fso,9:12,(en) 1-44 F50 are you on the net
4406,JFEWE Fires,3/16,7_4i_144 fso,9:12,(en) yeah
4414,JFEWE Fires,3/16,7_4i_144_fso,9:13,(en) which net are you talking about?
4427,JFEWE Fires,3/16,7 4i_fso,9:14,(en) this one
4428,JFEWE Fires,3/16,7_41 fso,9:14,(en) yeah are you prosecuting tgts beyond the screen line?
4430,JFEWE Fires,3/16,Icc_7_g3 Ji_tgtoff,9:14,(en} KB 8497 12SWG 54647 93205 Harpoon transloader KB 8498 12SWG 54979 92633 BM-21 KB 8499 12SWG 55486 92968 2E116 KB 8500 12SWG 60422 89562 CROTALE
4431,JFEWE Fires,3/16,Icc_7_g3_fi_tgtoff,9:14,(en) FORGOT TGT NUMBERS SORRY
4449,JFEWE Fires,3/16,7_4044_fso,9:15,(en) i haven't shot a mission in two days.
4450,JFEWE Fires,3/16,7_4i_144_fso,9:15,(en) my firesim crashes or denies the mission every time i try to shoot
4451,JFEWE Fires,3/16,7_4i_fso,9:15,(en) rgr firesim issue worked on as of this morning.
4458,JFEWE Fires,3/16,74i_144_fso,9:16,(en) rgr
4469,JFEWE Fires,3/16,7_4i_144_fso,9:17,(en) is there are target you need me shoot?
4470,JFEWE Fires,3/16,Icc_7_g3 Ji_tgtoff,9:17,(en) they are being serviced by air for your SA
4471,JFEWE Fires,3/16,Icc_7_g3ii_tgtoff,9:17,(en) if you can range them send back to me and I can call off the air
4472,JFEWE Fires,3/16,Icc_7_g3ii_tgtoff,9:17,(en) a lot fo data flying through my box at the present
4483,JFEWE Fires,3/16,7 4i_fso,9:18,(en) rgr understand can you send bda when you have it; were having trouble tracking tgts shot
4484,JFEWE Fires,3/16,7 4i_fso,9:18,(en) 1-44 negative
4494,JFEWE Fires,3/16,7 41_144_fso,9:19,(en) rgr
