#,ChatRm,Date,ID,Time,Comment
6753,JAGOC Airspace coord,3/17,Icc_7_jagic_asocmgr,9:36,(en) Nai127 iso 17cru002 crusher93 12swg5718692669
6813,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,9:48,(en) ADA: Enemy UAV engagements (all SE/S of Airfield). All 6 are confirmed kills. Working on type now. 12SWG 67150 85430; 12SWG 70375 86078; 12SWG 68155 84207; 12SWG 67265 83190; 12SWG 71266 86896; 12SWG 68122 83996.
6822,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,9:49,(en) ADA: All UAV engagements were Shadows.
6830,JAGOC Airspace coord,3/17,Icc_7_jagic_asocmgr,9:50,(en) Nail27 complete 17cru002 1xSDB/30mm
6852,JAGOC Airspace coord,3/17,1cc_7 jagic_asocmgr,9:55,(en) ACA N active att
6855,JAGOC Airspace coord,3/17,acc_sacc,9:56,(en) N ACA active
6872,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,10:00,(en) C-17 Noles 01 on GND DIAZ. Inactivate ACA N.
6879,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,10:03,(en) ADA: 1 x AVG destroyed at grid 125WG 69695 93607
6883,JAGOC Airspace coord,3/17,Icc_7g3_amd_chops,10:04,"(en) ADA: Current AVG/Sentinal left. 15 AVGs operational, 1 x Sentinel operational. Currently working to emplace the DIV Sentinels to fill gaps. Final locations will be SPOD, APOD and AO 55 (Hytt Dam)."
6901,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,10:09,(en) ADA: previous reported AVG was destroyed by direct fire.
6913,JAGOC Airspace coord,3/17,Icc_7 jagic_asocmgr,10:15,"(en) Nail17 iso JSOTF #47/0DA 9131,TACP08"
6948,JAGOC Airspace coord,3/17,Icc_7_jagic_asocmgr,10:26,(en) ACA N active
6961,JAGOC Airspace coord,3/17,acc_sacc,10:29,(en) Reason N ACA active?
6963,JAGOC Airspace coord,3/17,Icci_jagic_asocmgr _,10:31,(en) Naill7 below 8k iso JSOTF#42 Diaz2
6972,JAGOC Airspace coord,3/17,acc_sacc,10:33,(en) cpy
6982,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,10:35,"(en) ADA: hostile trk 35713 12S WG 552 435, engaged by PAC2, confirmed kill"
6987,JAGOC Airspace coord,3/17,Icc_7 jagic_asocmgr,10:36,(en) Naill7 complete JSOTF#42/17sof42 tacp08
6993,JAGOC Airspace coord,3/17,Icc_7_jagic_asocmgr,10:37,(en) ACA N inactive
7005,JAGOC Airspace coord,3/17,Icc_7_jagic_asocmgr,10:40,(en) ACA S active
7006,JAGOC Airspace coord,3/17,acc_sacc,10:40,(en) cpy
7007,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,10:40,(en) C-17 Noles 01 departing DIAZ to SE
7009,JAGOC Airspace coord,3/17,acc_sacc,10:41,(en) cpy
7017,JAGOC Airspace coord,3/17,acc_sacc,10:44,(en) 5 ACA inactive
7103,JAGOC Airspace coord,3/17,Icc_7_g3iso,11:22,(en) Avaiation Bde requesting clearance for an ERMP direct for the airfield to 12SWH57244/11065 climbing to 23000 MR circling in a 5 KM circle
7105,JAGOC Airspace coord,3/17,Icc_7jagic_asocmgr,11:27,(en) the ERMP is in the MEB AO; information passed
7122,JAGOC Airspace coord,3/17,lcc_7jagic_asocmgr,11:49,(en) Nai137 iso 17cru003 crusher93 12swg5802392674
7138,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,11:55,(en) Is Noles 02 anywhere close?
7139,JAGOC Airspace coord,3/17,acc_sacc,11:55,(en) Noles 02 90nm out
7143,JAGOC Airspace coord,3/17,Icc_7_jagic_asocmgr,11:57,(en) Nai137 complete 17cru003 cr93 exp. sdb/30mm
7158,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,12:01,(en) ADA: 2 x AVGs destroyed by direct fire @ 125WG 54577 85859. 13 x AVGs and 1 x Sentinel currently operational.
7165,JAGOC Airspace coord,3/17,acc_sacc,12:03,(en) N ACA active
7176,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,12:09,(en) C-17 Noles 02 on GND DIAZ. Inactivate ACA N.
7177,JAGOC Airspace coord,3/17,acc_sacc,12:09,(en) c
7223,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,12:40,(en) ADA; 2 x AVGs destroyed by direct fire @ 12SWG 53294 86860 and 12SWG 53840 86897. Currently 11 x AVGs and 1 x Sentinel operational.
7231,JAGOC Airspace coord,3/17,Icc_7_g3_amd_chops,12:41,(en) ADA: 1 x Enemy UAV (Shadow Type) confirmed kill @ 125WG 65334 84739.
7247,JAGOC Airspace coord,3/17,Icc_733_adaico,12:43,(en) 10 of 30 Avengers Operational
7255,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,12:46,(en) C-17 Noles 02 ready to depart DIAZ to SE. Activate ACA S.
7258,JAGOC Airspace coord,3/17,acc_sacc,12:47,(en) S ACA active
7267,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,12:57,(en) Noles 02 status?
7272,JAGOC Airspace coord,3/17,acc_sacc,12:59,"(en) sorry, S ACA inactive"
7370,JAGOC Airspace coord,3/17,acc_sacc,13:35,(en) Noles 3 100nm out
7372,JAGOC Airspace coord,3/17,Icc_71agic_asocatoc,13:36,"(en) Next C-17, Noles 03, will arrive 5 minutes early ... should be on the ground at 1555 hrs."
7373,JAGOC Airspace coord,3/17,ace sacc,13:36,(en) c
7375,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,13:38,(en) thx
7377,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,13:39,(en) Confirm Noles 03 ETA 0355Z
7384,JAGOC Airspace coord,3/17,acc_sacc,13:41,(en) C17 60nm
7403,JAGOC Airspace coord,3/17,acc_sacc,13:47,(en) N ACA active
7445,JAGOC Airspace coord,3/17,Icc_7_jagic_amlo,13:54,(en) C-17 Noles 03 on the GND DIAZ. Inactivate ACA N.\
7446,JAGOC Airspace coord,3/17,acc_sacc,13:55,(en) premature AMLO
7448,JAGOC Airspace coord,3/17,acc_sacc,13:55,(en) 20nm final
7449,JAGOC Airspace coord,3/17,acc_sacc,13:57,(en) landed
7450,JAGOC Airspace coord,3/17,Icc_7 jagic_amlo,13:57,(en) (B)30
7459,JAGOC Airspace coord,3/17,acc_Ino_usn,14:00,(en)
